REF_AREA_LABEL,INDEX_COMP_LABEL,INDICATOR_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Poland,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,62.0,63.0,64.0,65.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0
Colombia,Infectious diseases,Universal health coverage (UHC) service coverage index,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0
Tajikistan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,41.0,41.0,42.0,42.0,43.0,44.0,44.0,45.0,46.0,46.0,47.0,47.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0
Comoros,Full index,Universal health coverage (UHC) service coverage index,25.0,27.0,32.0,35.0,36.0,40.0,41.0,41.0,41.0,41.0,45.0,46.0,44.0,47.0,48.0,48.0,51.0,52.0,48.0,49.0,54.0,54.0,53.0,52.0
Saudi Arabia,Full index,Universal health coverage (UHC) service coverage index,74.0,75.0,76.0,77.0,78.0,78.0,79.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,80.0,80.0,81.0,82.0,82.0,83.0
Tuvalu,Non-communicable diseases,Universal health coverage (UHC) service coverage index,29.0,29.0,30.0,31.0,32.0,32.0,33.0,34.0,34.0,35.0,35.0,36.0,37.0,37.0,37.0,38.0,38.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0
"Congo, Dem. Rep.",Service capacity and access,Universal health coverage (UHC) service coverage index,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,31.0,34.0,34.0,36.0,38.0,33.0,36.0,31.0,32.0,36.0,34.0,37.0,32.0
Morocco,Non-communicable diseases,Universal health coverage (UHC) service coverage index,56.0,56.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0
Iraq,Infectious diseases,Universal health coverage (UHC) service coverage index,71.0,71.0,72.0,72.0,73.0,74.0,76.0,78.0,80.0,81.0,83.0,85.0,86.0,88.0,90.0,92.0,94.0,95.0,97.0,98.0,98.0,98.0,98.0,98.0
Guatemala,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,63.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0
Libya,Service capacity and access,Universal health coverage (UHC) service coverage index,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,82.0,76.0,84.0,87.0,86.0,86.0,86.0,74.0,81.0,84.0,77.0,81.0,81.0
Tonga,Non-communicable diseases,Universal health coverage (UHC) service coverage index,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Trinidad and Tobago,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,62.0,62.0,61.0,62.0
"Korea, Rep.","Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,81.0,81.0,82.0,82.0,81.0,82.0,82.0,81.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
Brazil,Service capacity and access,Universal health coverage (UHC) service coverage index,79.0,76.0,77.0,79.0,79.0,81.0,81.0,81.0,81.0,81.0,81.0,93.0,95.0,96.0,99.0,99.0,99.0,99.0,95.0,95.0,97.0,95.0,88.0,91.0
Seychelles,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,56.0,56.0,57.0,58.0,59.0,60.0,61.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,73.0
Tonga,Service capacity and access,Universal health coverage (UHC) service coverage index,71.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,74.0,75.0,70.0,72.0,81.0,80.0,80.0,79.0,78.0,77.0,81.0,84.0,78.0,85.0,85.0
"Korea, Dem. People's Rep.","Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,82.0,83.0,84.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,82.0,68.0,78.0
South Sudan,Full index,Universal health coverage (UHC) service coverage index,21.0,21.0,21.0,21.0,22.0,23.0,24.0,26.0,28.0,31.0,28.0,26.0,29.0,33.0,32.0,31.0,35.0,35.0,35.0,36.0,40.0,41.0,39.0,41.0
Jamaica,Full index,Universal health coverage (UHC) service coverage index,61.0,63.0,64.0,65.0,66.0,67.0,66.0,66.0,65.0,66.0,67.0,73.0,73.0,72.0,71.0,73.0,75.0,74.0,72.0,74.0,75.0,75.0,75.0,74.0
Hungary,Full index,Universal health coverage (UHC) service coverage index,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,77.0,79.0,78.0,80.0,79.0,80.0,80.0,80.0,79.0,79.0,79.0,80.0,80.0,80.0
Antigua and Barbuda,Service capacity and access,Universal health coverage (UHC) service coverage index,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,77.0,80.0,83.0,79.0,90.0,90.0,95.0,95.0,93.0,89.0,75.0,77.0,79.0,80.0,81.0,82.0
Malawi,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,37.0,40.0,40.0,42.0,44.0,46.0,55.0,57.0,60.0,63.0,66.0,67.0,67.0,68.0,69.0,71.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,74.0
"Korea, Dem. People's Rep.",Full index,Universal health coverage (UHC) service coverage index,70.0,70.0,71.0,71.0,72.0,72.0,72.0,73.0,74.0,74.0,75.0,73.0,76.0,77.0,78.0,79.0,80.0,80.0,79.0,80.0,80.0,80.0,76.0,77.0
Djibouti,Full index,Universal health coverage (UHC) service coverage index,31.0,31.0,32.0,32.0,31.0,32.0,33.0,35.0,40.0,39.0,39.0,40.0,41.0,42.0,43.0,42.0,42.0,47.0,49.0,50.0,49.0,47.0,48.0,47.0
Morocco,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,52.0,53.0,54.0,54.0,55.0,58.0,61.0,63.0,66.0,68.0,70.0,72.0,72.0,73.0,73.0,73.0,73.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0
Cook Islands,Service capacity and access,Universal health coverage (UHC) service coverage index,86.0,86.0,91.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,92.0,88.0,82.0,75.0,87.0,88.0,84.0,84.0,89.0,88.0
Kiribati,Full index,Universal health coverage (UHC) service coverage index,27.0,30.0,33.0,34.0,36.0,38.0,39.0,41.0,42.0,43.0,44.0,44.0,47.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,52.0,53.0,52.0,51.0
Mongolia,Full index,Universal health coverage (UHC) service coverage index,62.0,62.0,62.0,62.0,63.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,71.0,70.0
Slovak Republic,Service capacity and access,Universal health coverage (UHC) service coverage index,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,90.0,92.0,99.0,98.0,99.0,98.0,98.0,88.0,90.0,90.0,86.0,87.0,79.0
Uruguay,Infectious diseases,Universal health coverage (UHC) service coverage index,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,99.0
Tajikistan,Infectious diseases,Universal health coverage (UHC) service coverage index,91.0,91.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0
Uzbekistan,Full index,Universal health coverage (UHC) service coverage index,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,81.0,80.0,79.0,78.0,77.0,78.0,78.0,79.0,80.0,79.0
Namibia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,62.0,63.0,63.0,64.0,64.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0
Germany,Infectious diseases,Universal health coverage (UHC) service coverage index,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Luxembourg,Infectious diseases,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
Sierra Leone,Full index,Universal health coverage (UHC) service coverage index,18.0,18.0,18.0,18.0,17.0,18.0,23.0,24.0,24.0,26.0,31.0,36.0,38.0,40.0,43.0,43.0,40.0,44.0,42.0,42.0,41.0,45.0,45.0,48.0
Norway,Full index,Universal health coverage (UHC) service coverage index,73.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0
North Macedonia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,38.0,38.0,39.0,40.0,40.0,40.0,41.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,48.0,49.0,50.0,50.0,51.0,51.0,52.0,53.0,54.0
Armenia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,33.0,34.0,34.0,34.0,35.0,35.0,38.0,40.0,43.0,46.0,48.0,50.0,53.0,55.0,56.0,58.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,62.0
Norway,Service capacity and access,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,100.0,97.0,98.0,98.0,98.0,98.0,99.0
"Bahamas, The",Non-communicable diseases,Universal health coverage (UHC) service coverage index,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0
Tanzania,Service capacity and access,Universal health coverage (UHC) service coverage index,23.0,23.0,23.0,22.0,21.0,21.0,20.0,21.0,21.0,22.0,24.0,25.0,27.0,29.0,26.0,27.0,26.0,26.0,23.0,26.0,27.0,27.0,30.0,34.0
Vietnam,Non-communicable diseases,Universal health coverage (UHC) service coverage index,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0
Fiji,Infectious diseases,Universal health coverage (UHC) service coverage index,88.0,88.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0
Algeria,Service capacity and access,Universal health coverage (UHC) service coverage index,65.0,65.0,65.0,65.0,64.0,63.0,63.0,63.0,64.0,65.0,65.0,39.0,47.0,61.0,74.0,75.0,76.0,76.0,73.0,54.0,61.0,72.0,77.0,77.0
Botswana,Full index,Universal health coverage (UHC) service coverage index,41.0,43.0,45.0,47.0,50.0,50.0,52.0,53.0,54.0,55.0,56.0,56.0,56.0,56.0,58.0,60.0,60.0,60.0,57.0,58.0,61.0,60.0,61.0,60.0
Cyprus,Infectious diseases,Universal health coverage (UHC) service coverage index,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Georgia,Infectious diseases,Universal health coverage (UHC) service coverage index,76.0,76.0,77.0,77.0,78.0,78.0,79.0,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0,87.0,87.0,88.0,89.0,89.0,90.0
Latvia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,37.0,37.0,38.0,39.0,40.0,41.0,41.0,42.0,42.0,43.0,44.0,44.0,45.0,46.0,46.0,47.0,47.0,48.0,48.0,49.0,49.0,50.0,50.0,50.0
South Sudan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,49.0,50.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,63.0,64.0,64.0,65.0,65.0,65.0,65.0,67.0,67.0,68.0,68.0,69.0
Samoa,Non-communicable diseases,Universal health coverage (UHC) service coverage index,39.0,40.0,40.0,41.0,42.0,43.0,43.0,44.0,45.0,45.0,46.0,46.0,47.0,48.0,48.0,49.0,49.0,50.0,50.0,51.0,51.0,52.0,52.0,52.0
Trinidad and Tobago,Full index,Universal health coverage (UHC) service coverage index,70.0,71.0,71.0,71.0,72.0,73.0,73.0,73.0,73.0,74.0,73.0,74.0,75.0,76.0,76.0,76.0,77.0,76.0,74.0,74.0,75.0,74.0,75.0,75.0
Suriname,Full index,Universal health coverage (UHC) service coverage index,59.0,62.0,65.0,67.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,73.0,73.0,74.0,75.0,75.0,76.0,77.0,77.0,75.0,75.0,74.0
Andorra,Infectious diseases,Universal health coverage (UHC) service coverage index,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Cabo Verde,Non-communicable diseases,Universal health coverage (UHC) service coverage index,53.0,54.0,55.0,56.0,56.0,57.0,58.0,59.0,60.0,60.0,61.0,62.0,63.0,63.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0
Zimbabwe,Infectious diseases,Universal health coverage (UHC) service coverage index,11.0,11.0,10.0,11.0,12.0,11.0,14.0,15.0,15.0,19.0,20.0,18.0,17.0,22.0,23.0,23.0,31.0,35.0,34.0,35.0,35.0,34.0,37.0,37.0
Austria,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,84.0,85.0,85.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0
Malaysia,Service capacity and access,Universal health coverage (UHC) service coverage index,75.0,75.0,76.0,77.0,78.0,80.0,81.0,81.0,83.0,85.0,87.0,92.0,94.0,97.0,97.0,97.0,98.0,98.0,97.0,97.0,95.0,95.0,96.0,96.0
Ghana,Service capacity and access,Universal health coverage (UHC) service coverage index,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0,36.0,35.0,31.0,36.0,40.0,42.0,46.0,47.0,48.0,52.0,44.0,49.0,47.0,54.0,54.0
Suriname,Non-communicable diseases,Universal health coverage (UHC) service coverage index,52.0,53.0,55.0,57.0,58.0,59.0,61.0,62.0,63.0,63.0,64.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0
Philippines,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,54.0,54.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,55.0,57.0,59.0,61.0,62.0,62.0,62.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0
Serbia,Full index,Universal health coverage (UHC) service coverage index,56.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0,58.0,59.0,59.0,59.0,63.0,66.0,67.0,67.0,67.0,68.0,71.0,71.0,71.0,72.0,72.0,73.0
Kuwait,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,73.0,73.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Bosnia and Herzegovina,Infectious diseases,Universal health coverage (UHC) service coverage index,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
Uruguay,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
"Iran, Islamic Rep.",Infectious diseases,Universal health coverage (UHC) service coverage index,78.0,79.0,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0,87.0,87.0,88.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0
Ukraine,Full index,Universal health coverage (UHC) service coverage index,70.0,71.0,71.0,72.0,73.0,74.0,74.0,75.0,76.0,76.0,76.0,77.0,78.0,78.0,78.0,78.0,77.0,75.0,79.0,78.0,79.0,79.0,79.0,80.0
Central African Republic,Service capacity and access,Universal health coverage (UHC) service coverage index,24.0,24.0,24.0,24.0,24.0,23.0,22.0,21.0,19.0,20.0,20.0,19.0,18.0,17.0,18.0,19.0,20.0,20.0,16.0,16.0,20.0,19.0,26.0,32.0
United States,Service capacity and access,Universal health coverage (UHC) service coverage index,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,99.0,99.0,99.0,99.0,99.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0
Singapore,Non-communicable diseases,Universal health coverage (UHC) service coverage index,67.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
Tanzania,Non-communicable diseases,Universal health coverage (UHC) service coverage index,42.0,44.0,45.0,47.0,48.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,67.0
Nauru,Infectious diseases,Universal health coverage (UHC) service coverage index,65.0,65.0,64.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0
Andorra,Non-communicable diseases,Universal health coverage (UHC) service coverage index,47.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
Switzerland,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Montenegro,Full index,Universal health coverage (UHC) service coverage index,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,68.0,69.0,69.0,69.0,69.0,70.0
Latvia,Full index,Universal health coverage (UHC) service coverage index,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,76.0,77.0,77.0,76.0,76.0,77.0
Libya,Non-communicable diseases,Universal health coverage (UHC) service coverage index,43.0,44.0,45.0,45.0,46.0,47.0,48.0,48.0,49.0,50.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0
Romania,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,57.0,58.0,60.0,61.0,63.0,64.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,73.0,74.0,75.0,75.0,76.0,77.0,78.0,78.0,78.0,78.0
India,Non-communicable diseases,Universal health coverage (UHC) service coverage index,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,37.0,39.0,40.0,42.0,43.0,45.0,46.0,47.0,48.0,50.0,51.0,51.0,52.0,53.0,53.0
Kazakhstan,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,74.0,74.0,75.0,75.0,74.0,75.0,76.0,76.0,77.0,78.0,79.0,80.0,80.0,81.0,81.0,81.0,80.0,81.0,81.0,81.0,80.0,81.0,81.0,81.0
Cook Islands,Non-communicable diseases,Universal health coverage (UHC) service coverage index,41.0,41.0,41.0,42.0,42.0,43.0,43.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,46.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0,50.0,50.0
St. Vincent and the Grenadines,Service capacity and access,Universal health coverage (UHC) service coverage index,65.0,65.0,66.0,67.0,68.0,66.0,65.0,63.0,61.0,59.0,57.0,69.0,70.0,83.0,79.0,70.0,87.0,82.0,77.0,79.0,71.0,60.0,84.0,82.0
Tunisia,Service capacity and access,Universal health coverage (UHC) service coverage index,65.0,65.0,65.0,65.0,74.0,71.0,70.0,69.0,70.0,70.0,71.0,72.0,72.0,70.0,75.0,73.0,71.0,71.0,73.0,74.0,75.0,73.0,74.0,73.0
"Egypt, Arab Rep.",Service capacity and access,Universal health coverage (UHC) service coverage index,70.0,70.0,70.0,70.0,70.0,72.0,74.0,73.0,70.0,68.0,67.0,65.0,65.0,66.0,66.0,65.0,65.0,66.0,62.0,61.0,60.0,59.0,59.0,60.0
Philippines,Non-communicable diseases,Universal health coverage (UHC) service coverage index,43.0,44.0,45.0,46.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,58.0,59.0,59.0,59.0,60.0
Austria,Non-communicable diseases,Universal health coverage (UHC) service coverage index,31.0,33.0,35.0,37.0,39.0,41.0,43.0,44.0,46.0,47.0,49.0,50.0,51.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,61.0,62.0
Qatar,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,71.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0
Turkmenistan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,60.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0
Luxembourg,Full index,Universal health coverage (UHC) service coverage index,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,82.0,82.0,84.0,85.0,85.0,85.0,85.0,84.0,86.0,86.0,83.0,83.0,83.0
Zambia,Full index,Universal health coverage (UHC) service coverage index,32.0,33.0,31.0,32.0,34.0,37.0,42.0,45.0,45.0,44.0,47.0,49.0,51.0,52.0,55.0,55.0,51.0,55.0,54.0,55.0,56.0,56.0,55.0,62.0
Chad,Service capacity and access,Universal health coverage (UHC) service coverage index,12.0,13.0,14.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,17.0,17.0,17.0,16.0,17.0,15.0,13.0,11.0,11.0,12.0,10.0
St. Lucia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
El Salvador,Full index,Universal health coverage (UHC) service coverage index,69.0,69.0,69.0,70.0,71.0,72.0,72.0,73.0,73.0,74.0,75.0,76.0,77.0,79.0,81.0,79.0,80.0,80.0,78.0,79.0,79.0,78.0,79.0,79.0
Monaco,Full index,Universal health coverage (UHC) service coverage index,77.0,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,82.0,83.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
Ghana,Full index,Universal health coverage (UHC) service coverage index,28.0,26.0,24.0,24.0,26.0,27.0,31.0,36.0,37.0,37.0,37.0,39.0,44.0,46.0,46.0,49.0,50.0,50.0,53.0,51.0,51.0,54.0,57.0,56.0
Dominica,Full index,Universal health coverage (UHC) service coverage index,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,74.0,75.0,76.0,76.0,76.0,75.0,75.0,76.0,76.0,76.0,75.0,75.0,75.0
Madagascar,Infectious diseases,Universal health coverage (UHC) service coverage index,4.0,4.0,4.0,4.0,5.0,7.0,10.0,14.0,15.0,18.0,22.0,22.0,21.0,22.0,23.0,27.0,26.0,23.0,29.0,30.0,27.0,27.0,25.0,21.0
Finland,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
Ghana,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,43.0,43.0,44.0,45.0,43.0,42.0,40.0,45.0,49.0,48.0,47.0,46.0,49.0,51.0,55.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0,58.0,59.0
Niger,Full index,Universal health coverage (UHC) service coverage index,19.0,19.0,18.0,18.0,19.0,22.0,28.0,28.0,27.0,29.0,31.0,32.0,31.0,30.0,33.0,34.0,36.0,35.0,35.0,35.0,32.0,36.0,37.0,39.0
Albania,Infectious diseases,Universal health coverage (UHC) service coverage index,89.0,90.0,91.0,91.0,92.0,92.0,93.0,93.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Georgia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,49.0,49.0,50.0,50.0,51.0,52.0,53.0,55.0,56.0,57.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0
Afghanistan,Infectious diseases,Universal health coverage (UHC) service coverage index,22.0,22.0,24.0,25.0,27.0,28.0,29.0,31.0,32.0,34.0,35.0,36.0,38.0,39.0,41.0,42.0,43.0,45.0,46.0,48.0,49.0,50.0,52.0,53.0
Lao PDR,Infectious diseases,Universal health coverage (UHC) service coverage index,28.0,31.0,34.0,37.0,40.0,43.0,45.0,48.0,51.0,53.0,56.0,58.0,61.0,63.0,66.0,68.0,71.0,73.0,76.0,78.0,81.0,83.0,85.0,87.0
China,Infectious diseases,Universal health coverage (UHC) service coverage index,57.0,57.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,79.0,81.0,83.0,85.0,86.0,88.0,90.0,91.0,93.0,94.0,96.0,97.0
