REF_AREA_LABEL,FINANCIAL_HARDSHIP_LABEL,URBANIZATION_LABEL,IC_QUINTILE_LABEL,INDICATOR_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Zimbabwe,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,17.25,,,,,,
Wallis-et-Futuna (Fr.),Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,0.12,,,,,,,,,,,,,,,,,,
Niger,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,47.26,,,,,,57.78,,,,,,,,,,,,
Afghanistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,23.87,,,,,,46.99,,,31.2,,,,33.05,,,
Nepal,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,16.27,,,,,,,,,,,,,13.16,,,,,,18.29,
Jamaica,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,35.7,34.96,32.07,,,,42.99,45.85,41.11,,5.73,16.21,14.83,18.8,6.41,9.84,3.0,7.82,,28.05,,
Mongolia,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,21.47,,,,,,,19.6,16.06,13.88,14.28,,14.96,,17.4,,15.66,,25.1,20.15,17.99,18.63
Türkiye,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,3.21,2.6,4.04,2.57,1.57,1.82,1.19,1.55,1.22,0.87,0.8,0.81,0.94,1.09,0.57,,,,,,,
Croatia,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.74,,,,0.77,0.54,0.94,,,,,,,,,,,,,
Mexico,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,17.76,,,,12.12,,10.38,,10.41,,12.19,,10.64,,11.04,,12.36,,12.6,
"Iran, Islamic Rep.",Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,15.14,15.59,,,13.78,,,,9.94,,,11.24,11.25,10.49,11.15,10.69,10.57,9.42,
Nauru,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,0.0,,,,,,,,,,,
Cyprus,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,10.86
Sweden,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,36.31,,,,,
Ethiopia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,11.69,,,,,,,,,,,7.47,,,11.14,,,,,
Suriname,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,10.82,,,,,,13.18,
Kyrgyz Republic,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,1.95,2.03,1.82,1.07,4.44,1.55,2.29,1.46,2.05,1.4,1.9,1.53,1.2,1.49,1.74,3.13,2.12,,,2.72,2.83,2.58,2.3,
Slovenia,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,3.28,1.91,2.62,2.22,1.96,2.2,0.79,1.38,1.59,1.48,1.27,,1.0,,,0.83,,,1.64,,,,0.52,
"Egypt, Arab Rep.",Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,17.76,,,,14.79,,,14.71,,15.9,,14.93,,,,
Andorra,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,25.38,29.02,25.41,19.86,22.64
Benin,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,23.64,,,,,,,,7.88,,,,6.72,,,5.57,,,4.97,,
South Sudan,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,14.91,,,,,,,32.72,,,,,,,
Zambia,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,24.83,,34.07,,,,23.19,,,,,13.9,,,,,,,,
"Iran, Islamic Rep.",All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,14.53,14.94,,,15.22,,,,11.59,,,15.51,13.11,12.47,12.67,14.68,15.39,13.53,
Iceland,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,34.73,,,,
Timor-Leste,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,13.44,,,,,,,23.33,,,,,,,,,
Türkiye,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,13.73,11.54,12.03,12.44,12.79,12.86,12.46,15.1,14.75,15.91,13.45,17.07,16.04,15.13,13.67,,,,,,,
Benin,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,14.75,,,,,,,,,,,,11.06,,,5.1,,,,,
Bosnia and Herzegovina,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,30.34,,,,,,,,,,,,,,,,,,,,16.66,,
Kosovo,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,4.22,,4.15,4.89,,,4.79,4.82,3.02,,,,,1.96,,,,,,,
Cameroon,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,3.75,,,,,,2.08,,,,,,,1.85,,,,,,,,3.52,
Montenegro,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,9.82,6.75,9.82,9.43,7.54,7.38,9.69,8.34,9.35,9.3,8.01,,,,,,,,
Moldova,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,7.58,8.11,8.89,8.88,7.0,8.17,15.01,12.21,11.48,11.29,11.59,9.92,9.6,9.83,8.0,9.07,8.57,7.67,7.01,6.57,5.22,5.33,5.44,5.3
Oman,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.88,,,,,,,3.51,,,,1.44,,,1.45,,,0.54,,
Iraq,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,0.7,,,,,,1.19,,,,,3.98,,,,,,
Kiribati,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,3.12,,,,,,,,,,,,,2.23,,,,
Mozambique,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,43.64,,,,,,48.53,,,,,,62.79,,,,,45.21,,,,
"Congo, Rep.",All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,67.96,,,,,,65.32,,,,,,,,,,,,
Sri Lanka,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,4.04,3.41,,,3.18,,,3.41,,,,2.8,,,1.86,,,,
South Africa,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,38.54,,,,,50.17,,,29.24,,,,,,33.64,,,,,,,,,
Cameroon,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,7.43,,,,,,4.45,,,,,,,3.83,,,,,,,,6.34,
Costa Rica,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,3.16,,,,,
Kazakhstan,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,0.15,0.2,0.33,0.25,0.2,0.68,1.28,1.14,0.4,0.34,0.03,0.09,0.07,0.12,0.2,1.38,,0.97,,,,,
Albania,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,34.7,,,34.79,,,16.37,,,,18.7,,,,,21.36,,,,,,
Poland,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,1.61,1.49,1.38,1.01,1.34,2.05,1.96,2.06,1.78,1.52,1.47,1.42,1.66,1.39,1.07,1.4,1.48,1.67,1.61,1.97,,,,
Poland,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,14.29,13.96,14.96,16.82,17.38,16.27,14.92,14.91,14.44,13.45,12.32,12.95,12.54,12.26,11.95,12.2,11.12,11.0,10.26,9.64,,,,
Uganda,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,2.25,,,3.95,,,,3.45,,,3.5,,,,3.23,,,2.69,,,,
Ecuador,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,21.6,,18.4,,,,,,,,,,
Kyrgyz Republic,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,25.34,27.32,21.82,22.06,14.31,25.53,21.7,25.65,19.65,20.01,20.36,12.25,5.82,9.9,9.38,10.68,8.25,,,7.03,13.32,8.0,7.34,
Seychelles,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,0.0,,,,,,,0.6,,,,,,,,,,
Maldives,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.88,,,,,5.68,,,,,,,10.96,,,2.13,,,,
Barbados,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,6.25,,,,,,,
Iceland,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Niue,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,0.0,,,,,,,,
Cook Islands,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,0.06,,,,,,,,
Tuvalu,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,0.46,,,,,,,,
Bulgaria,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,20.99,,,,10.92,,,,,15.83,,,,,15.76,19.98,19.5,20.26,21.97,,18.49,16.11,18.5
"Iran, Islamic Rep.",All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,26.86,33.39,,,31.62,,,,16.17,,,24.7,22.43,22.73,23.13,19.02,18.45,15.13,
Senegal,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,74.89,,,,60.79,,,,,,65.12,,,,,,,44.52,,,46.63,,
Czechia,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,0.83,0.81,0.97,0.58,0.74,0.55,0.7,1.59,1.07,1.09,1.61,1.43,1.99,0.74,1.14,1.02,,,2.83,3.22,,3.04,3.47,2.76
Chad,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,73.12,,,,,,,,34.98,,,,,,,31.52,,,,,
Malta,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,6.6,,,,,,,6.36,,,,,,,,
China,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,38.34,,,,,29.62,,,,,,,,,,,20.15,,,,,
Nigeria,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,31.68,,,,,,,25.95,,29.42,,,36.68,,,35.12,,,,15.72,
Spain,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,28.91,28.47,28.52,28.63
Kyrgyz Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,27.29,29.35,23.64,23.14,18.76,27.08,23.99,27.1,21.7,21.41,22.27,13.78,7.02,11.39,11.12,13.8,10.37,,,9.75,16.15,10.59,9.64,
Latvia,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,6.37,6.58,6.2,5.05,4.17,9.31,7.4,8.06,7.07,9.14,7.83,11.04,10.84,11.93,12.51,,,14.79,,,,
Bhutan,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,2.32,,,,1.39,,,,,1.61,,,,,,,,,,3.26,
Lao PDR,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,24.93,,,,,20.64,,,,,22.65,,,,,,14.38,,,,,
Seychelles,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,0.0,,,,,,,1.21,,,,,,,,,,
Ireland,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,0.78,,,,,,,,,,,,,,
Thailand,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,30.66,,,,23.52,,,15.34,11.89,,,,,,,5.09,,,,,,
Benin,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,48.02,,,,,,,,48.63,,,,37.96,,,27.77,,,24.51,,
Hungary,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,10.48,12.23,12.61,16.74,15.7,15.55,14.68,17.09,,,,,,,,,,,,,,,,
São Tomé and Príncipe,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,12.91,,,,,,,18.08,,,,,,
Solomon Islands,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,0.05,,,,,,,,,,,
Comoros,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,4.39,,,,,,,,,
Tajikistan,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,7.45,,16.68,,,,20.51,19.43,,21.9,18.67,18.66,9.53,,,,
Kyrgyz Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,26.68,30.26,,,17.58,29.1,28.3,,23.21,23.38,23.62,13.85,7.08,11.73,10.64,12.93,9.47,,,8.4,,9.0,8.54,
Uzbekistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,24.88,,21.11,20.47,,,,,,,,,,,,,,,,,,,,
Malaysia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,3.04,
Nigeria,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,18.35,,,,,,23.29,7.75,,5.28,,,6.25,,,1.55,,,,1.64,
Poland,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,3.97,3.68,4.12,3.84,4.3,5.13,5.05,4.51,4.44,4.73,4.3,4.06,4.6,3.87,3.62,4.09,3.99,3.76,3.82,4.04,,,,
Ukraine,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,24.92,22.19,22.24,18.98,19.18,20.66,19.4,18.72,16.27,14.42,18.19,17.22,17.1,19.05,20.03,19.53,22.83,19.12,,,,
Central African Republic,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,1.78,,,,,,,,,,,,,2.32,,
Jordan,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,18.79,,,,,,13.11,,14.07,,,,,,,,,,,,,
"Gambia, The",Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,0.5,,,,,,,0.18,,,,,0.32,,,,,,,,
Nauru,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,0.0,,,,,,,,,,,
Tajikistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,13.99,,20.26,,,,,,,,,,,,,,
Afghanistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,43.04,,,,,,,27.19,,,
Peru,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,26.92,,,,,,26.63,26.4,25.89,25.71,25.7,25.95,24.27,23.2,22.54,21.64,21.0,20.66,20.86,21.1,22.56,24.42,28.51,
Poland,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,4.94,4.61,4.73,4.6,4.64,5.41,5.33,5.45,5.49,5.49,5.05,5.01,5.27,5.03,4.72,5.23,5.7,5.55,5.17,5.47,,,,
Philippines,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,19.43,,,18.64,,,19.78,,,17.31,,,18.48,,,21.18,,19.74
Brazil,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,42.05,,,,,,,,,46.08,,,,,,
Tanzania,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,1.63,,,,,,,1.2,,2.37,,,
Niue,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,0.0,,,,,,,,
Seychelles,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,29.78,,,,,,,49.0,,,,,,,,,,
Belize,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,14.02,,,,,
Guinea,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,54.07,,,,,49.52,,,,,20.09,,,,,,4.71,,,,,
Peru,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,56.39,,,,,,61.05,58.3,53.49,52.63,47.32,44.11,39.09,33.69,30.7,28.74,26.67,25.99,25.55,25.19,29.45,19.02,34.93,
Serbia,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,0.82,1.16,0.43,0.39,0.41,0.46,0.72,1.18,0.46,0.11,0.37,0.7,0.65,0.86,,0.81,0.31,
South Africa,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,17.15,,,,,3.49,,,4.29,,,,,,1.15,,,,,,,,,
Greece,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,1.93,,,,1.86,1.33,1.32,1.89,2.01,2.42,1.89,3.2,1.93,3.2,1.82,1.82,2.85,1.86,2.59,2.41
Nigeria,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,32.67,,,,,,,,,,,,,33.66,
Cyprus,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,1.02,,,,,,1.91,,,,,,,,0.71
Armenia,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,21.26,26.15,25.73,32.32,33.67,21.85,30.94,23.52,31.58,50.62,46.61,41.73,37.25,43.24,48.41,55.96,50.93,51.43,51.63,50.88,,,
Cameroon,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,93.83,,,,,,87.52,,,,,,,89.38,,,,,,,,76.32,
Colombia,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,2.19,,1.86,,,,,,3.2,,,,,11.03,,
Uzbekistan,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,1.19,,1.0,1.1,,,,,,,,,,,,,,,,,,,,
Nauru,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,4.9,,,,,,,,,,,
